region,zone,woreda
OROMIA,FINFINE ZURIYA LIYU ZONE,SEBETA HAWAS
OROMIA,FINFINE ZURIYA LIYU ZONE,SEBETA KETEMA
OROMIA,FINFINE ZURIYA LIYU ZONE,SENDAFA KETEMA
OROMIA,FINFINE ZURIYA LIYU ZONE,SULULTA
OROMIA,FINFINE ZURIYA LIYU ZONE,WALMARA
SIDAMA,HAWASA,ALETA WENDO
SIDAMA,HAWASA,ARBEGONA
SIDAMA,HAWASA,ARORESA
SIDAMA,HAWASA,BENSA
SIDAMA,HAWASA,BONA ZURIA
SIDAMA,HAWASA,BORICHA
SIDAMA,HAWASA,BURSA
SIDAMA,HAWASA,CHERE
SIDAMA,HAWASA,CHUKO
SIDAMA,HAWASA,DALE
SIDAMA,HAWASA,DARA
SIDAMA,HAWASA,GORCHE
SIDAMA,HAWASA,HAWASSA ZURIA
SIDAMA,HAWASA,HULA
SIDAMA,HAWASA,LOKO ABAYA
SIDAMA,HAWASA,MALGA
SIDAMA,HAWASA,SHEBEDINO
SIDAMA,HAWASA,WENSHO
SIDAMA,HAWASA,WONDO GENET
SOMALI,AFDER ZONE,AFDER
SOMALI,AFDER ZONE,BARE
SOMALI,AFDER ZONE,CHERETI
SOMALI,AFDER ZONE,DOLOBAY
SOMALI,AFDER ZONE,ELEKERE
SOMALI,AFDER ZONE,GODGOD
SOMALI,AFDER ZONE,HARGELLE
SOMALI,AFDER ZONE,ILIGDHEERE
SOMALI,AFDER ZONE,MIRAB IMI
SOMALI,AFDER ZONE,RAASO
SOMALI,AFDER ZONE,QOOXLE
SOMALI,DHAWA ZONE,HUDET
SOMALI,DHAWA ZONE,MOYALE
SOMALI,DHAWA ZONE,MUBAARAK
SOMALI,DHAWA ZONE,QADHAADHUMO
SOMALI,DOLLO ZONE,BOH
SOMALI,DOLLO ZONE,DANOT
SOMALI,DOLLO ZONE,DARATOLE
SOMALI,DOLLO ZONE,GAL-HAMUR
SOMALI,DOLLO ZONE,GELADIN
SOMALI,DOLLO ZONE,LEHEL-YUCUB
SOMALI,DOLLO ZONE,WARDER
SOMALI,ERER ZONE,FIQ
SOMALI,ERER ZONE,LAGAHIDA
SOMALI,ERER ZONE,MAYAA-MULUQO
SOMALI,ERER ZONE,QUBI
SOMALI,ERER ZONE,SALAHAD
SOMALI,ERER ZONE,WAANGAAY
SOMALI,ERER ZONE,XAMARO
SOMALI,ERER ZONE,YAXOOB
SOMALI,FAFAN ZONE,AWBARE
SOMALI,FAFAN ZONE,BABILLE
SOMALI,FAFAN ZONE,GOLJANO
SOMALI,FAFAN ZONE,GURSUM
SOMALI,FAFAN ZONE,HARAWO
SOMALI,FAFAN ZONE,HAROORAYSO
SOMALI,FAFAN ZONE,HARSHIN
SOMALI,FAFAN ZONE,JIJIGA
SOMALI,FAFAN ZONE,KEBRI BEYAH SPECIAL WOREDA
SOMALI,FAFAN ZONE,QOORAAN/MULLA
SOMALI,FAFAN ZONE,SHABEELEY
SOMALI,FAFAN ZONE,WAJALE SPECIAL WOREDA
SOMALI,FAFAN ZONE,TULI GULED
SOMALI,JARAR ZONE,ARAARSO
SOMALI,JARAR ZONE,AWAARE
SOMALI,JARAR ZONE,BILCIL BUUR
SOMALI,JARAR ZONE,BIR-QOD
SOMALI,JARAR ZONE,DAROOR
SOMALI,JARAR ZONE,DEGEHABUR
SOMALI,JARAR ZONE,DHAGAXMADOW
SOMALI,JARAR ZONE,DIG
SOMALI,JARAR ZONE,GUNAGADO
SOMALI,JARAR ZONE,MISRAQ GASHAMO
SOMALI,JARAR ZONE,YOOCAALE
SOMALI,KORAHE ZONE,BOODALEY
SOMALI,KORAHE ZONE,CEEL-OGADEEN
SOMALI,KORAHE ZONE,DEBEWEYIN
SOMALI,KORAHE ZONE,HIGLOLEY
SOMALI,KORAHE ZONE,KEBRI DAHAR SPECIAL WOREDA
SOMALI,KORAHE ZONE,KUDUNBUUR
SOMALI,KORAHE ZONE,LAAS-DHANKAYRE
SOMALI,KORAHE ZONE,MARSIN
SOMALI,KORAHE ZONE,SHEKOSH
SOMALI,KORAHE ZONE,SHILAVO
SOMALI,LIBEN ZONE,BOKOLMAYO
SOMALI,LIBEN ZONE,DEKA SOFTI
SOMALI,LIBEN ZONE,DOLO ODO
SOMALI,LIBEN ZONE,FILTU
SOMALI,LIBEN ZONE,GORO BEKEKSA
SOMALI,LIBEN ZONE,GURADAMOLE
SOMALI,LIBEN ZONE,KERSA DULA
SOMALI,NOGOB ZONE,AYUN
SOMALI,NOGOB ZONE,DIHUN
SOMALI,NOGOB ZONE,ELWEYNE
SOMALI,NOGOB ZONE,GERBO
SOMALI,NOGOB ZONE,HARAREY/XARAAREY
SOMALI,NOGOB ZONE,HORA-SHAGAX
SOMALI,NOGOB ZONE,SEGEG
SOMALI,SHABELLE ZONE,ABAAQOOROW
SOMALI,SHABELLE ZONE,ADADLE
SOMALI,SHABELLE ZONE,BEERCAANO
SOMALI,SHABELLE ZONE,DANAN
SOMALI,SHABELLE ZONE,ELELE
SOMALI,SHABELLE ZONE,FERFER
SOMALI,SHABELLE ZONE,GODE SPECIAL WOREDA
SOMALI,SHABELLE ZONE,IMIBERI
SOMALI,SHABELLE ZONE,KELAFO
SOMALI,SHABELLE ZONE,MUSTAHIL
SOMALI,SITTI ZONE,ADIGALA
SOMALI,SITTI ZONE,AFDEM
SOMALI,SITTI ZONE,AYESHA
SOMALI,SITTI ZONE,BIKE
SOMALI,SITTI ZONE,DAMBEL
SOMALI,SITTI ZONE,ERER
SOMALI,SITTI ZONE,GABLALU
SOMALI,SITTI ZONE,MIESO
SOMALI,SITTI ZONE,SHINILE
DEBUB BIHERESEB,GAMO ZONE,ARBA MINCH KETEMA
DEBUB BIHERESEB,GAMO ZONE,ARBA MINCH ZURIA
DEBUB BIHERESEB,GAMO ZONE,BONKE
DEBUB BIHERESEB,GAMO ZONE,BOREDA
DEBUB BIHERESEB,GAMO ZONE,CHENCHA
DEBUB BIHERESEB,GAMO ZONE,DEMBA GOFA
DEBUB BIHERESEB,GAMO ZONE,DERAMALO
DEBUB BIHERESEB,GAMO ZONE,DITA
DEBUB BIHERESEB,GAMO ZONE,GEZE GOFA
DEBUB BIHERESEB,GAMO ZONE,KEMBA
DEBUB BIHERESEB,GAMO ZONE,KUCHA
DEBUB BIHERESEB,GAMO ZONE,MELOKOZA
DEBUB BIHERESEB,GAMO ZONE,MIRAB ABAYA
DEBUB BIHERESEB,GAMO ZONE,OYDA
DEBUB BIHERESEB,GAMO ZONE,SAWLA KETEMA
DEBUB BIHERESEB,GAMO ZONE,UBA DEBRETSEHAY
DEBUB BIHERESEB,GAMO ZONE,ZALA
DEBUB BIHERESEB,GEDEO ZONE,BULE
DEBUB BIHERESEB,GEDEO ZONE,DILA KETEMA
DEBUB BIHERESEB,GEDEO ZONE,DILA ZURIA
DEBUB BIHERESEB,GEDEO ZONE,GEDEB
DEBUB BIHERESEB,GEDEO ZONE,KOCHERE
DEBUB BIHERESEB,GEDEO ZONE,WENAGO
DEBUB BIHERESEB,GEDEO ZONE,YIRGACHEFE
DEBUB BIHERESEB,GURAGE ZONE,ABESHGE
DEBUB BIHERESEB,GURAGE ZONE,BUTAJIRA KETEMA
DEBUB BIHERESEB,GURAGE ZONE,CHEHA
DEBUB BIHERESEB,GURAGE ZONE,ENDEGAGN
DEBUB BIHERESEB,GURAGE ZONE,ENEMORINA EANER
DEBUB BIHERESEB,GURAGE ZONE,EZHA
DEBUB BIHERESEB,GURAGE ZONE,GETA
DEBUB BIHERESEB,GURAGE ZONE,GUMER
DEBUB BIHERESEB,GURAGE ZONE,KEBENA
DEBUB BIHERESEB,GURAGE ZONE,KOKIR GEDEBANO
DEBUB BIHERESEB,GURAGE ZONE,MAREKO
DEBUB BIHERESEB,GURAGE ZONE,MESKANE
DEBUB BIHERESEB,GURAGE ZONE,MUHOR NA AKLIL
DEBUB BIHERESEB,GURAGE ZONE,SODDO
DEBUB BIHERESEB,GURAGE ZONE,WELKITE KETEMA
DEBUB BIHERESEB,HADIYA ZONE,ANA LEMO
DEBUB BIHERESEB,HADIYA ZONE,DUNA
DEBUB BIHERESEB,HADIYA ZONE,GIBE
DEBUB BIHERESEB,HADIYA ZONE,GOMIBORA
DEBUB BIHERESEB,HADIYA ZONE,HOSAENA KETEMA
DEBUB BIHERESEB,HADIYA ZONE,LIMO
DEBUB BIHERESEB,HADIYA ZONE,MIRAB BADAWACHO
DEBUB BIHERESEB,HADIYA ZONE,MISHA
DEBUB BIHERESEB,HADIYA ZONE,MISRAQ BADAWACHO
DEBUB BIHERESEB,HADIYA ZONE,SHASHOGO
DEBUB BIHERESEB,HADIYA ZONE,SORO
DEBUB BIHERESEB,KEMBATA TEMBARO ZONE,ANGACHA
DEBUB BIHERESEB,KEMBATA TEMBARO ZONE,DAMBOYA
DEBUB BIHERESEB,KEMBATA TEMBARO ZONE,DOYOGENA
DEBUB BIHERESEB,KEMBATA TEMBARO ZONE,DURAME KETEMA
DEBUB BIHERESEB,KEMBATA TEMBARO ZONE,HADERO TUNTO
DEBUB BIHERESEB,KEMBATA TEMBARO ZONE,KACHA BIRA
DEBUB BIHERESEB,KEMBATA TEMBARO ZONE,KEDIDA GAMELA
DEBUB BIHERESEB,KEMBATA TEMBARO ZONE,TEMBARO
DEBUB BIHERESEB,SILT'E ZONE,ALICHO WERERO
DEBUB BIHERESEB,SILT'E ZONE,DALOCHA
DEBUB BIHERESEB,SILT'E ZONE,LANFRO
DEBUB BIHERESEB,SILT'E ZONE,MIRAB AZERNET BERBERE
DEBUB BIHERESEB,SILT'E ZONE,MISRAQ AZERNET BERBERE
DEBUB BIHERESEB,SILT'E ZONE,SANKURRA
DEBUB BIHERESEB,SILT'E ZONE,SILTE
DEBUB BIHERESEB,SILT'E ZONE,WULBAREG
DEBUB BIHERESEB,DEBUB OMO ZONE,BAKO GAZER
DEBUB BIHERESEB,DEBUB OMO ZONE,BENA TSEMAY
DEBUB BIHERESEB,DEBUB OMO ZONE,DASENECH
DEBUB BIHERESEB,DEBUB OMO ZONE,DEBUB ARI
DEBUB BIHERESEB,DEBUB OMO ZONE,GELILA
DEBUB BIHERESEB,DEBUB OMO ZONE,HAMER
DEBUB BIHERESEB,DEBUB OMO ZONE,KURAZ
DEBUB BIHERESEB,DEBUB OMO ZONE,MALE
DEBUB BIHERESEB,DEBUB OMO ZONE,NYANGATOM
DEBUB BIHERESEB,DEBUB OMO ZONE,SELAMAGO
DEBUB BIHERESEB,DEBUB OMO ZONE,SEMEN ARI
DEBUB BIHERESEB,WOLAYITA ZONE,ABALA ABAYA
DEBUB BIHERESEB,WOLAYITA ZONE,BAYRA KOYSHA
DEBUB BIHERESEB,WOLAYITA ZONE,BOLOSO BOMBE
DEBUB BIHERESEB,WOLAYITA ZONE,BOLOSO SORE
DEBUB BIHERESEB,WOLAYITA ZONE,DAMOT GALE
DEBUB BIHERESEB,WOLAYITA ZONE,DAMOT PULASA
DEBUB BIHERESEB,WOLAYITA ZONE,DAMOT SORE
DEBUB BIHERESEB,WOLAYITA ZONE,DAMOT WEYDE
DEBUB BIHERESEB,WOLAYITA ZONE,DIGUNA FANGO
DEBUB BIHERESEB,WOLAYITA ZONE,HUMBO
DEBUB BIHERESEB,WOLAYITA ZONE,HOBICHA
DEBUB BIHERESEB,WOLAYITA ZONE,KAWO KOYSHA
DEBUB BIHERESEB,WOLAYITA ZONE,KINDO DIDAYE
DEBUB BIHERESEB,WOLAYITA ZONE,KINDO KOYSHA
DEBUB BIHERESEB,WOLAYITA ZONE,OFFA
DEBUB BIHERESEB,WOLAYITA ZONE,SODO (TOWN)
DEBUB BIHERESEB,WOLAYITA ZONE,SODO ZURIA
DEBUB BIHERESEB,SPECIAL ZONES,HAWASSA KETEMA
DEBUB BIHERESEB,SPECIAL WOREDAS,ALABA
DEBUB BIHERESEB,SPECIAL WOREDAS,ALLE
DEBUB BIHERESEB,SPECIAL WOREDAS,AMARO
DEBUB BIHERESEB,SPECIAL WOREDAS,BASKETO
DEBUB BIHERESEB,SPECIAL WOREDAS,BURJI
DEBUB BIHERESEB,SPECIAL WOREDAS,DIRASHE
DEBUB BIHERESEB,SPECIAL WOREDAS,KONSO
DEBUB BIHERESEB,SPECIAL WOREDAS,YEM
DEBUB MIRAB,BENCH SHEKO ZONE,BERO
DEBUB MIRAB,BENCH SHEKO ZONE,DEBUB BENCH
DEBUB MIRAB,BENCH SHEKO ZONE,GURAFERDA
DEBUB MIRAB,BENCH SHEKO ZONE,MEINIT GOLDIYA
DEBUB MIRAB,BENCH SHEKO ZONE,MEINIT SHASHA
DEBUB MIRAB,BENCH SHEKO ZONE,MIZAN AMAN KETEMA
DEBUB MIRAB,BENCH SHEKO ZONE,SEMIEN BENCH
DEBUB MIRAB,BENCH SHEKO ZONE,SHE BENCH
DEBUB MIRAB,BENCH SHEKO ZONE,SHEKO
DEBUB MIRAB,BENCH SHEKO ZONE,FORMER WOREDAS
DEBUB MIRAB,BENCH SHEKO ZONE,BENCH
DEBUB MIRAB,BENCH SHEKO ZONE,MEINIT
DEBUB MIRAB,DAWRO ZONE,GENA BOSA
DEBUB MIRAB,DAWRO ZONE,ISARA
DEBUB MIRAB,DAWRO ZONE,LOMA
DEBUB MIRAB,DAWRO ZONE,MAREKA
DEBUB MIRAB,DAWRO ZONE,TOCHA
DEBUB MIRAB,DAWRO ZONE,FORMER WOREDAS
DEBUB MIRAB,DAWRO ZONE,ISARA TOCHA
DEBUB MIRAB,DAWRO ZONE,LOMA BOSA
DEBUB MIRAB,DAWRO ZONE,MAREKA GENA
DEBUB MIRAB,KEFFA ZONE,BITA
DEBUB MIRAB,KEFFA ZONE,BONGA KETEMA
DEBUB MIRAB,KEFFA ZONE,CHENA
DEBUB MIRAB,KEFFA ZONE,CHETA
DEBUB MIRAB,KEFFA ZONE,DECHA
DEBUB MIRAB,KEFFA ZONE,GESHA
DEBUB MIRAB,KEFFA ZONE,GEWATA
DEBUB MIRAB,KEFFA ZONE,GINBO
DEBUB MIRAB,KEFFA ZONE,MENJIWO
DEBUB MIRAB,KEFFA ZONE,SAYILEM
DEBUB MIRAB,KEFFA ZONE,TELO
DEBUB MIRAB,SHEKA ZONE,ANDERACHA
DEBUB MIRAB,SHEKA ZONE,MASHA
DEBUB MIRAB,SHEKA ZONE,YEKI
DEBUB MIRAB,SHEKA ZONE,FORMER WOREDAS
DEBUB MIRAB,SHEKA ZONE,MASHA ANDERACHA
DEBUB MIRAB,MIRAB OMO ZONE,MAJI
DEBUB MIRAB,MIRAB OMO ZONE,SURMA
DEBUB MIRAB,SPECIAL WOREDAS,KONTA
TIGRAY,CENTRAL ZONE,ABERGELE
TIGRAY,CENTRAL ZONE,ADWA
TIGRAY,CENTRAL ZONE,ADWA KETEMA
TIGRAY,CENTRAL ZONE,AXUM
TIGRAY,CENTRAL ZONE,ENTICHO
TIGRAY,CENTRAL ZONE,KOLA TEMBIEN
TIGRAY,CENTRAL ZONE,ABIY ADDI
TIGRAY,CENTRAL ZONE,LA'ILAY MAYCHEW
TIGRAY,CENTRAL ZONE,MEREB LEHE
TIGRAY,CENTRAL ZONE,NAEDER ADET
TIGRAY,CENTRAL ZONE,TAHTAY MAYCHEW
TIGRAY,CENTRAL ZONE,TANQUA MILLASH
TIGRAY,CENTRAL ZONE,WERIE LEHE
TIGRAY,MISIRAKERN ZONE,ADIGRAT
TIGRAY,MISIRAKERN ZONE,ATSBI WENBERTA
TIGRAY,MISIRAKERN ZONE,GANTA AFESHUM
TIGRAY,MISIRAKERN ZONE,GULOMAHDA
TIGRAY,MISIRAKERN ZONE,HAWZEN
TIGRAY,MISIRAKERN ZONE,IROB
TIGRAY,MISIRAKERN ZONE,KILTE AWULAELO
TIGRAY,MISIRAKERN ZONE,SAESI TSAEDAEMBA
TIGRAY,MISIRAKERN ZONE,WUKRO
TIGRAY,DEBUB MISIRAKERN ZONE,DOGU'A TEMBIEN
TIGRAY,DEBUB MISIRAKERN ZONE,ENDERTA
TIGRAY,DEBUB MISIRAKERN ZONE,HINTALO WAJIRAT
TIGRAY,DEBUB MISIRAKERN ZONE,SAHARTI SAMRE
TIGRAY,DEBUBERN ZONE,ALAJE
TIGRAY,DEBUBERN ZONE,ALAMATA
TIGRAY,DEBUBERN ZONE,ENDAMEKONI
TIGRAY,DEBUBERN ZONE,KOREM
TIGRAY,DEBUBERN ZONE,MAYCHEW
TIGRAY,DEBUBERN ZONE,OFLA
TIGRAY,DEBUBERN ZONE,RAYA AZEBO
TIGRAY,MIRABERN ZONE,KAFTA HUMERA
TIGRAY,MIRABERN ZONE,TSEGEDE
TIGRAY,MIRABERN ZONE,WELKAIT
TIGRAY,SEMEN MIRABERN ZONE,ASGEDE TSIMBLA
TIGRAY,SEMEN MIRABERN ZONE,LA'ILAY ADIYABO
TIGRAY,SEMEN MIRABERN ZONE,MEDEBAY ZANA
TIGRAY,SEMEN MIRABERN ZONE,SHERARO
TIGRAY,SEMEN MIRABERN ZONE,SHIRE INDA SELASSIE
TIGRAY,SEMEN MIRABERN ZONE,TAHTAY ADIYABO
TIGRAY,SEMEN MIRABERN ZONE,TAHTAY KORARO
TIGRAY,SEMEN MIRABERN ZONE,TSELEMTI
TIGRAY,SEMEN MIRABERN ZONE,TSIMBLA
TIGRAY,SPECIAL ZONES,MEKELLE
DIREDEWA KETEMA,DIREDEWA..,DIREDEWA…
